tourney_id,matchId,tourney_name,surface,winner_id,best_of,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
580,ms032,Australian Open,Hard,s0ag,5,None,14,5,100,62,47,21,0,0,1,13,10,138,83,59,19,0,8,13
580,ms040,Australian Open,Hard,fb98,5,None,7,1,60,52,40,4,0,0,0,2,3,62,46,23,4,0,2,9
580,ms047,Australian Open,Hard,t0ha,5,None,7,4,202,159,94,19,0,14,24,20,9,118,67,95,4,0,6,15
580,ms039,Australian Open,Hard,dh58,5,None,6,3,64,35,31,20,0,1,2,3,2,96,63,40,11,0,8,14
580,ms035,Australian Open,Hard,r0dg,5,None,8,6,129,83,60,27,0,6,10,16,2,149,108,70,23,0,7,10
580,ms043,Australian Open,Hard,m0ej,5,None,3,3,111,77,58,19,0,4,5,5,11,112,65,46,20,0,8,11
580,ms045,Australian Open,Hard,m0ci,5,None,14,6,172,102,74,39,0,17,20,19,10,150,86,68,27,0,11,17
580,ms034,Australian Open,Hard,ki95,5,None,6,0,84,49,38,24,0,3,3,14,6,82,52,41,12,0,7,11
580,ms037,Australian Open,Hard,ke29,5,None,10,1,123,73,58,30,0,4,5,15,4,135,89,67,21,0,7,10
580,ms042,Australian Open,Hard,s0s1,5,None,17,4,111,69,59,29,0,6,6,3,1,109,73,58,20,0,1,5
580,ms038,Australian Open,Hard,c0au,5,None,2,0,26,17,12,5,0,1,2,0,2,27,19,7,3,0,2,6
580,ms033,Australian Open,Hard,gc88,5,None,4,1,163,109,69,28,0,11,19,5,0,153,100,61,29,0,6,14
580,ms036,Australian Open,Hard,m0qi,5,None,8,2,96,74,60,14,0,0,0,10,3,110,65,48,19,0,12,14
580,ms041,Australian Open,Hard,mc65,5,None,12,6,99,57,46,22,0,2,5,4,2,99,54,36,22,0,5,10
580,ms046,Australian Open,Hard,mw02,5,None,7,5,147,98,67,24,0,5,9,4,5,137,84,57,28,0,6,11
580,ms044,Australian Open,Hard,su87,5,None,12,3,140,94,73,25,0,5,6,11,5,146,89,63,28,0,7,12
580,ms063,Australian Open,Hard,z355,5,None,8,2,72,53,42,11,0,6,6,0,4,72,51,27,7,0,7,13
580,ms055,Australian Open,Hard,a0e2,5,None,14,3,60,36,32,17,0,0,0,1,2,61,34,19,11,0,4,10
580,ms056,Australian Open,Hard,m0ni,5,None,22,1,108,66,46,28,0,7,8,7,3,121,77,47,22,0,11,16
580,ms048,Australian Open,Hard,d643,5,None,14,2,113,80,59,18,0,5,7,14,6,104,66,39,16,0,5,12
580,ms059,Australian Open,Hard,pl56,5,None,7,2,104,76,55,11,0,1,5,0,5,129,88,42,17,0,7,18
580,ms060,Australian Open,Hard,hh26,5,None,17,1,75,52,45,16,0,0,0,11,4,88,59,43,13,0,7,10
580,ms052,Australian Open,Hard,d0co,5,None,12,4,157,99,71,37,0,4,7,11,4,164,114,85,20,0,6,11
580,ms061,Australian Open,Hard,f0f1,5,None,12,4,118,79,64,23,0,5,6,22,4,124,83,60,21,0,4,7
580,ms053,Australian Open,Hard,v832,5,None,17,5,143,90,64,32,0,10,14,21,4,131,83,61,29,0,2,6
580,ms050,Australian Open,Hard,l0bv,5,None,6,2,44,18,18,12,0,3,4,1,0,57,39,23,5,0,6,9
580,ms049,Australian Open,Hard,m0fh,5,None,12,5,162,110,90,31,0,7,8,33,12,170,121,105,19,0,4,5
580,ms054,Australian Open,Hard,bt72,5,None,6,0,81,64,48,13,0,2,2,6,2,81,55,34,12,0,5,9
580,ms057,Australian Open,Hard,dh50,5,None,7,3,168,110,77,33,0,6,10,10,4,149,107,71,20,0,9,18
580,ms051,Australian Open,Hard,bm95,5,None,2,1,104,74,53,20,0,7,9,7,3,100,71,50,18,0,4,9
580,ms058,Australian Open,Hard,cf59,5,None,10,1,77,49,40,21,0,0,0,6,3,111,69,43,20,0,11,15
580,ms062,Australian Open,Hard,f0by,5,None,9,8,111,70,52,20,0,4,8,5,3,106,62,41,21,0,6,13
580,ms080,Australian Open,Hard,fb98,5,None,7,1,69,51,42,10,0,2,2,1,3,73,45,28,6,0,1,7
580,ms095,Australian Open,Hard,mm58,5,None,24,8,104,74,67,14,0,4,6,4,6,155,112,67,21,0,7,13
580,ms079,Australian Open,Hard,dh58,5,None,13,4,93,75,57,8,0,4,5,5,7,90,48,30,20,0,5,10
580,ms088,Australian Open,Hard,f0fv,5,None,13,1,120,87,66,19,0,5,6,13,2,105,76,53,15,0,8,10
580,ms071,Australian Open,Hard,r0dg,5,None,10,3,131,93,69,24,0,3,6,21,2,142,95,73,20,0,6,10
580,ms087,Australian Open,Hard,m0ej,5,None,6,5,147,93,58,28,0,8,16,7,13,183,107,67,33,0,19,28
580,ms068,Australian Open,Hard,hb71,5,None,14,0,83,62,48,14,0,0,1,10,5,115,71,48,20,0,15,19
580,ms075,Australian Open,Hard,ke29,5,None,5,4,81,53,44,14,0,1,4,4,7,106,46,29,27,0,4,10
580,ms084,Australian Open,Hard,s0s1,5,None,12,3,113,68,50,29,0,2,3,9,2,108,68,49,23,0,5,8
580,ms092,Australian Open,Hard,mw02,5,None,3,2,121,73,56,26,0,9,12,1,4,142,95,63,17,0,14,19
580,ms083,Australian Open,Hard,mc65,5,None,18,14,174,111,91,37,0,0,0,19,6,181,117,87,39,0,9,11
580,ms076,Australian Open,Hard,c0au,5,None,6,3,83,51,43,18,0,1,3,10,13,106,61,43,12,0,8,13
580,ms067,Australian Open,Hard,ea24,5,None,16,3,136,85,65,29,0,7,8,10,3,151,87,52,37,0,9,15
580,ms082,Australian Open,Hard,ae14,5,None,13,5,132,84,74,26,0,2,4,18,5,146,92,78,24,0,3,6
580,ms070,Australian Open,Hard,bk40,5,None,32,7,114,78,69,15,0,6,6,13,2,138,92,62,21,0,9,14
580,ms078,Australian Open,Hard,b0ej,5,None,10,1,139,97,78,24,0,2,5,10,7,163,105,72,28,0,6,12
580,ms085,Australian Open,Hard,cd85,5,None,6,1,86,62,46,14,0,5,5,4,2,88,63,43,12,0,5,9
580,ms074,Australian Open,Hard,d0f6,5,None,21,8,167,103,78,32,0,10,14,9,13,167,93,64,37,0,9,16
580,ms077,Australian Open,Hard,d0cg,5,None,8,9,154,101,75,28,0,8,11,12,8,161,92,68,36,0,12,16
580,ms081,Australian Open,Hard,gd64,5,None,7,1,62,34,30,20,0,0,1,3,3,85,44,27,18,0,6,13
580,ms066,Australian Open,Hard,gc88,5,None,9,3,116,76,53,20,0,3,8,11,2,138,88,58,20,0,16,23
580,ms069,Australian Open,Hard,ki95,5,None,10,4,172,102,70,37,0,15,19,17,2,158,102,70,28,0,5,10
580,ms093,Australian Open,Hard,kc12,5,None,6,0,79,63,43,10,0,5,8,8,6,103,60,39,16,0,8,15
580,ms086,Australian Open,Hard,su55,5,None,19,13,131,67,58,23,0,5,10,1,4,136,100,60,21,0,13,17
580,ms089,Australian Open,Hard,su87,5,None,12,6,132,83,69,27,0,9,11,4,3,112,56,41,40,0,1,5
580,ms094,Australian Open,Hard,t0ha,5,None,7,16,168,102,75,28,0,7,14,9,8,178,114,82,25,0,13,20
580,ms064,Australian Open,Hard,s0ag,5,None,7,1,101,63,51,27,0,2,2,13,2,96,68,51,13,0,3,5
580,ms111,Australian Open,Hard,a0e2,5,None,6,4,81,48,33,22,0,1,4,0,0,89,54,28,14,0,11,19
580,ms096,Australian Open,Hard,d643,5,None,23,1,106,79,60,17,0,2,3,4,5,129,86,60,17,0,7,11
580,ms103,Australian Open,Hard,p0ct,5,None,5,0,39,22,16,12,0,0,0,6,4,54,38,25,7,0,2,4
580,ms072,Australian Open,Hard,m0qi,5,None,8,8,126,101,70,9,0,3,7,13,2,116,84,61,12,0,7,12
580,ms119,Australian Open,Hard,pl56,5,None,15,3,149,91,73,29,0,6,8,11,1,178,115,76,29,0,14,20
580,ms104,Australian Open,Hard,d0co,5,None,10,5,160,104,72,22,0,12,17,3,2,160,118,73,18,0,10,17
580,ms091,Australian Open,Hard,td51,5,None,14,8,169,99,77,40,0,8,10,33,10,161,96,79,30,0,5,10
580,ms107,Australian Open,Hard,k0ah,5,None,6,2,113,68,44,25,0,5,10,10,1,108,65,45,24,0,4,8
580,ms116,Australian Open,Hard,cf59,5,None,7,2,113,76,49,23,0,8,12,8,1,111,74,49,14,0,5,10
580,ms108,Australian Open,Hard,tc61,5,None,18,3,128,67,52,36,0,8,12,5,6,116,70,51,24,0,3,8
580,ms124,Australian Open,Hard,c0h0,5,None,9,1,143,90,66,27,0,7,11,1,2,129,98,65,15,0,6,13
580,ms115,Australian Open,Hard,ag37,5,None,19,1,93,72,55,11,0,2,4,15,4,112,84,46,10,0,13,21
580,ms102,Australian Open,Hard,bm95,5,None,12,3,105,64,46,20,0,5,8,8,3,85,44,28,15,0,7,14
580,ms109,Australian Open,Hard,bt72,5,None,19,4,123,86,67,21,0,4,5,6,1,123,82,56,20,0,5,10
580,ms114,Australian Open,Hard,dh50,5,None,0,2,58,34,22,14,0,1,4,3,4,89,53,30,13,0,7,12
580,ms117,Australian Open,Hard,d994,5,None,7,1,69,43,35,18,0,1,1,6,3,78,51,33,12,0,1,6
580,ms097,Australian Open,Hard,f0f2,5,None,10,2,70,43,34,20,0,2,2,9,7,84,44,30,14,0,4,10
580,ms125,Australian Open,Hard,f0by,5,None,17,8,111,76,62,20,0,2,3,13,8,118,92,64,9,0,9,11
580,ms105,Australian Open,Hard,kd46,5,None,23,0,158,106,76,18,0,18,22,14,0,130,90,58,19,0,2,8
580,ms090,Australian Open,Hard,m0ci,5,None,20,0,165,118,88,32,0,2,4,23,6,190,131,101,25,0,12,16
580,ms073,Australian Open,Hard,m0oq,5,None,13,2,82,64,53,11,0,1,1,9,7,92,55,41,15,0,6,9
580,ms113,Australian Open,Hard,m0ni,5,None,31,8,125,74,61,24,0,11,12,10,9,115,57,44,25,0,5,11
580,ms110,Australian Open,Hard,n732,5,None,3,1,117,70,50,31,0,5,8,18,7,135,85,63,16,0,6,11
580,ms065,Australian Open,Hard,s0n0,5,None,23,3,130,82,62,32,0,6,8,8,0,128,101,69,14,0,7,12
580,ms106,Australian Open,Hard,v832,5,None,22,0,131,109,77,10,0,6,10,3,3,149,131,75,11,0,7,15
580,ms127,Australian Open,Hard,z355,5,None,18,1,88,64,50,15,0,2,2,3,7,113,62,45,21,0,16,19
580,ms112,Australian Open,Hard,rh16,5,None,7,2,123,83,57,23,0,3,8,10,2,138,90,66,18,0,7,12
580,ms120,Australian Open,Hard,hh26,5,None,9,4,106,64,48,26,0,2,3,16,7,119,74,57,22,0,6,9
580,ms123,Australian Open,Hard,f0f1,5,None,15,2,116,74,60,23,0,2,4,11,12,146,82,58,33,0,7,10
580,ms100,Australian Open,Hard,l0bv,5,None,13,2,103,70,57,23,0,3,4,8,2,107,69,52,19,0,3,6
580,ms099,Australian Open,Hard,m0fh,5,None,7,4,82,41,33,23,0,5,7,0,5,85,58,31,10,0,8,15
580,ms101,Australian Open,Hard,g09o,5,None,12,2,100,62,47,20,0,7,9,2,3,108,85,51,8,0,4,11
580,ms121,Australian Open,Hard,hf80,5,None,18,1,89,59,52,23,0,0,1,13,3,112,65,45,29,0,3,5
580,ms122,Australian Open,Hard,hb64,5,None,31,6,163,97,81,33,0,4,6,11,1,152,99,77,35,0,3,5
580,ms126,Australian Open,Hard,mo44,5,None,1,2,42,32,23,6,0,4,5,3,2,57,37,19,7,0,4,8
580,ms118,Australian Open,Hard,n552,5,None,17,3,140,100,81,23,0,6,7,21,5,169,109,81,30,0,14,19
580,ms098,Australian Open,Hard,o522,5,None,27,3,139,100,73,13,0,10,13,1,3,108,79,49,18,0,3,7
580,qs016,Australian Open,Hard,ke73,3,None,2,4,71,40,31,18,0,2,3,4,2,91,56,41,14,0,11,14
580,qs019,Australian Open,Hard,b0ej,3,None,3,1,53,46,35,5,0,0,0,7,0,69,62,38,4,0,5,7
580,qs021,Australian Open,Hard,mj08,3,None,6,0,46,44,40,0,0,0,0,3,0,49,48,34,0,0,2,4
580,qs027,Australian Open,Hard,f0fv,3,None,3,1,49,35,27,9,0,5,6,3,2,71,44,25,11,0,10,14
580,qs029,Australian Open,Hard,mq75,3,None,10,0,62,42,32,10,0,5,6,4,1,75,48,32,9,0,11,15
580,qs031,Australian Open,Hard,t0ha,3,None,7,5,53,29,26,14,0,1,1,7,5,53,32,23,11,0,1,3
580,qs024,Australian Open,Hard,f0f2,3,None,14,9,92,62,46,12,0,3,5,7,3,85,64,45,10,0,3,5
580,qs025,Australian Open,Hard,gd64,3,None,3,1,46,34,26,6,0,4,5,1,2,57,38,22,5,0,2,7
580,qs022,Australian Open,Hard,o0a2,3,None,0,2,118,84,60,17,0,4,6,9,6,100,69,48,12,0,5,9
580,qs017,Australian Open,Hard,ki63,3,None,6,0,48,32,25,10,0,1,1,3,6,50,30,20,6,0,2,6
580,qs018,Australian Open,Hard,g0gd,3,None,6,4,66,48,37,10,0,1,2,8,4,61,48,34,5,0,2,5
580,qs020,Australian Open,Hard,bg23,3,None,8,9,78,58,42,8,0,6,6,7,3,63,56,36,1,0,3,6
580,qs023,Australian Open,Hard,df88,3,None,14,4,92,65,48,12,0,7,8,5,5,85,50,35,17,0,4,7
580,qs028,Australian Open,Hard,hf80,3,None,21,4,100,65,46,10,0,3,8,1,7,150,94,60,23,0,21,27
580,qs026,Australian Open,Hard,kc12,3,None,9,0,78,62,49,10,0,0,1,20,2,95,69,52,8,0,3,7
580,qs030,Australian Open,Hard,l0il,3,None,0,11,92,52,36,13,0,6,12,1,5,78,53,34,5,0,7,14
580,qs032,Australian Open,Hard,ke73,3,None,0,0,86,49,35,16,0,3,7,0,0,88,56,34,13,0,2,8
580,qs034,Australian Open,Hard,a0gc,3,None,9,3,64,41,32,12,0,0,2,3,4,73,42,30,15,0,0,3
580,qs036,Australian Open,Hard,r0go,3,None,4,0,65,41,31,14,0,1,1,2,2,69,38,24,16,0,1,3
580,qs038,Australian Open,Hard,e865,3,None,13,2,49,39,33,5,0,1,1,4,1,44,31,21,7,0,0,3
580,qs042,Australian Open,Hard,mj08,3,None,7,2,72,52,43,11,0,7,7,4,4,55,44,35,4,0,0,1
580,qs044,Australian Open,Hard,o0a2,3,None,4,1,96,61,47,14,0,5,7,10,1,97,46,37,24,0,3,7
580,qs054,Australian Open,Hard,t0a1,3,None,6,3,71,34,28,24,0,5,5,8,2,67,46,32,15,0,1,2
580,qs058,Australian Open,Hard,mq75,3,None,4,0,82,61,51,12,0,2,2,5,0,85,59,36,16,0,2,6
580,qs062,Australian Open,Hard,t0ha,3,None,0,1,51,45,37,3,0,4,4,0,2,61,52,30,3,0,1,4
580,qs049,Australian Open,Hard,f0f2,3,None,5,4,47,29,21,11,0,2,3,2,1,46,35,20,2,0,3,8
580,qs059,Australian Open,Hard,hd68,3,None,2,1,43,31,26,8,0,1,1,1,5,51,29,18,6,0,5,9
580,qs063,Australian Open,Hard,kc04,3,None,6,6,121,95,62,13,0,7,10,5,2,93,73,48,10,0,2,7
580,qs047,Australian Open,Hard,gh92,3,None,10,3,67,54,43,5,0,0,2,4,5,74,49,32,14,0,2,5
580,qs045,Australian Open,Hard,mk66,3,None,14,1,64,51,38,3,0,5,6,8,0,67,61,36,5,0,1,5
580,qs039,Australian Open,Hard,b0ej,3,None,11,1,79,61,48,11,0,1,3,3,0,80,68,44,9,0,1,4
580,qs035,Australian Open,Hard,ki63,3,None,2,3,71,57,42,5,0,2,2,0,0,51,35,25,8,0,2,4
580,qs043,Australian Open,Hard,cg33,3,None,7,0,58,45,40,8,0,0,0,8,2,70,58,40,7,0,1,2
580,qs037,Australian Open,Hard,g0gd,3,None,12,4,53,43,35,4,0,1,2,4,2,72,46,29,11,0,6,9
580,qs041,Australian Open,Hard,bg23,3,None,7,3,73,51,38,11,0,2,4,6,2,68,51,33,9,0,3,6
580,qs046,Australian Open,Hard,df88,3,None,5,5,101,64,41,27,0,9,11,5,6,99,65,54,16,0,6,8
580,qs033,Australian Open,Hard,ea27,3,None,9,2,49,33,26,10,0,0,0,6,2,44,23,15,11,0,1,4
580,qs055,Australian Open,Hard,f0fv,3,None,6,1,38,33,27,2,0,0,0,4,4,54,44,22,2,0,3,8
580,qs048,Australian Open,Hard,l0gh,3,None,11,2,94,62,49,16,0,4,6,11,7,97,61,50,17,0,3,4
580,qs060,Australian Open,Hard,l0il,3,None,3,6,66,44,36,9,0,2,3,10,4,74,46,32,12,0,4,7
580,qs040,Australian Open,Hard,p0ct,3,None,8,2,111,84,59,11,0,4,7,4,9,122,73,49,21,0,16,19
580,qs061,Australian Open,Hard,s0gd,3,None,2,7,70,40,25,11,0,5,11,5,1,73,45,23,14,0,5,12
580,qs050,Australian Open,Hard,gd64,3,None,3,2,90,54,34,18,0,9,13,7,2,84,56,38,16,0,5,9
580,qs056,Australian Open,Hard,hf80,3,None,17,0,72,61,47,5,0,1,2,8,2,77,53,43,7,0,4,5
580,qs051,Australian Open,Hard,da31,3,None,6,1,76,51,40,15,0,1,2,6,3,93,60,45,15,0,3,6
580,qs057,Australian Open,Hard,c0bh,3,None,5,8,114,64,43,26,0,9,11,19,6,110,67,49,12,0,5,10
580,qs053,Australian Open,Hard,kc12,3,None,5,0,59,40,31,11,0,2,3,5,0,44,31,22,5,0,0,3
580,qs052,Australian Open,Hard,u134,3,None,5,0,98,60,42,19,0,6,9,3,6,96,55,36,21,0,4,8
580,qs064,Australian Open,Hard,ke73,3,None,5,9,95,53,39,22,0,2,5,6,1,104,74,53,12,0,9,11
580,qs068,Australian Open,Hard,b0gg,3,None,10,2,52,30,25,15,0,1,1,4,5,65,42,29,8,0,1,4
580,qs072,Australian Open,Hard,f724,3,None,5,1,48,34,26,11,0,1,2,0,3,65,46,29,8,0,3,6
580,qs084,Australian Open,Hard,mj08,3,None,12,4,77,48,39,18,0,4,5,7,2,81,57,39,16,0,2,3
580,qs092,Australian Open,Hard,df88,3,None,10,3,116,92,65,12,0,5,7,8,3,102,63,47,16,0,4,8
580,qs096,Australian Open,Hard,l0gh,3,None,6,1,43,31,24,5,0,1,2,1,1,42,30,12,3,0,1,7
580,qs108,Australian Open,Hard,t0a1,3,None,6,3,107,75,52,17,0,3,6,11,5,116,78,58,14,0,5,8
580,qs116,Australian Open,Hard,mq75,3,None,6,4,118,66,49,26,0,13,16,8,3,95,59,44,15,0,2,4
580,qs099,Australian Open,Hard,f0f2,3,None,5,3,57,35,28,15,0,0,0,6,2,47,36,28,4,0,3,5
580,qs119,Australian Open,Hard,hd68,3,None,6,2,94,63,47,19,0,2,2,10,1,84,60,49,14,0,2,4
580,qs127,Australian Open,Hard,kc04,3,None,6,2,45,31,24,10,0,0,0,3,1,50,29,18,7,0,2,6
580,qs083,Australian Open,Hard,k0e6,3,None,6,0,57,33,24,14,0,0,2,0,1,53,29,19,12,0,1,4
580,qs095,Australian Open,Hard,ki82,3,None,3,1,43,32,20,7,0,3,5,0,0,45,38,14,3,0,3,8
580,qs079,Australian Open,Hard,b0ej,3,None,5,1,50,30,21,12,0,4,4,6,1,45,26,12,6,0,2,7
580,qs071,Australian Open,Hard,ki63,3,None,6,4,89,65,48,10,0,4,6,2,2,97,76,53,8,0,4,7
580,qs111,Australian Open,Hard,f0fv,3,None,2,1,33,29,25,3,0,0,0,4,4,63,44,25,6,0,6,10
580,qs067,Australian Open,Hard,wb08,3,None,9,3,62,41,30,12,0,1,3,1,7,78,49,34,9,0,3,7
580,qs087,Australian Open,Hard,va25,3,None,6,1,58,41,30,9,0,1,1,7,2,51,27,21,13,0,4,6
580,qs069,Australian Open,Hard,a0gc,3,None,7,2,80,49,31,18,0,2,6,1,3,97,67,41,11,0,6,12
580,qs078,Australian Open,Hard,bs86,3,None,0,1,79,64,47,10,0,2,3,11,0,73,49,32,16,0,0,1
580,qs082,Australian Open,Hard,bg23,3,None,7,3,54,47,34,3,0,2,3,0,2,65,46,24,9,0,8,12
580,qs086,Australian Open,Hard,cg33,3,None,10,0,80,48,36,18,0,1,4,10,6,89,61,44,13,0,7,10
580,qs109,Australian Open,Hard,d0dw,3,None,7,0,59,47,33,8,0,1,2,3,0,76,56,32,11,0,6,9
580,qs066,Australian Open,Hard,ea27,3,None,2,0,45,30,20,12,0,0,1,1,6,44,27,11,6,0,1,5
580,qs094,Australian Open,Hard,gh92,3,None,14,1,44,29,26,10,0,3,3,3,0,53,37,25,8,0,5,7
580,qs093,Australian Open,Hard,hg94,3,None,4,2,99,76,53,11,0,3,6,1,2,108,86,55,10,0,6,10
580,qs126,Australian Open,Hard,sr:competitor:226124,3,None,16,4,113,72,61,21,0,3,4,4,3,127,94,68,20,0,9,9
580,qs065,Australian Open,Hard,q02l,3,None,2,0,0,0,0,0,0,3,5,2,0,0,0,0,0,0,3,7
580,qs073,Australian Open,Hard,r0go,3,None,6,0,43,32,24,9,0,0,1,1,2,63,33,22,13,0,5,9
580,qs085,Australian Open,Hard,r0eb,3,None,10,1,50,35,30,7,0,2,2,4,2,35,24,13,4,0,0,4
580,qs097,Australian Open,Hard,sy67,3,None,6,4,49,20,16,17,0,2,3,0,4,63,37,22,8,0,3,8
580,qs070,Australian Open,Hard,s0ja,3,None,4,2,75,52,40,9,0,0,3,2,3,106,71,40,17,0,10,15
580,qs117,Australian Open,Hard,s0k7,3,None,2,1,53,44,32,5,0,2,3,6,4,73,45,24,13,0,4,8
580,qs098,Australian Open,Hard,s0ia,3,None,2,1,65,54,39,3,0,4,7,8,6,66,48,31,8,0,5,10
580,qs118,Australian Open,Hard,te16,3,None,2,6,83,49,36,17,0,10,11,3,2,65,44,30,11,0,3,6
580,qs110,Australian Open,Hard,w0bh,3,None,10,2,89,68,57,9,0,6,7,8,0,110,77,51,23,0,8,10
580,qs076,Australian Open,Hard,e865,3,None,5,2,70,50,40,14,0,3,4,5,7,84,56,39,11,0,3,5
580,qs088,Australian Open,Hard,k0az,3,None,10,1,66,50,41,9,0,0,0,3,0,57,40,32,13,0,1,2
580,qs100,Australian Open,Hard,db63,3,None,7,1,41,31,26,5,0,1,2,2,0,51,34,16,8,0,5,10
580,qs104,Australian Open,Hard,u134,3,None,5,0,81,55,37,13,0,6,9,3,3,77,52,32,12,0,4,8
580,qs112,Australian Open,Hard,t0ap,3,None,1,2,44,23,18,15,0,1,2,4,3,64,44,27,6,0,9,13
580,qs120,Australian Open,Hard,l0il,3,None,2,2,63,50,37,5,0,6,6,1,3,57,39,26,7,0,3,6
580,qs124,Australian Open,Hard,t0ha,3,None,2,9,98,54,38,21,0,9,13,5,7,110,61,43,15,0,6,12
580,qs103,Australian Open,Hard,da31,3,None,1,0,48,41,31,4,0,1,2,1,0,61,43,23,11,0,4,8
580,qs123,Australian Open,Hard,sr81,3,None,7,4,127,94,69,11,0,10,12,8,1,99,71,48,17,0,1,5
580,qs107,Australian Open,Hard,a0cj,3,None,4,0,69,55,40,7,0,3,5,4,5,76,48,32,12,0,7,10
580,qs091,Australian Open,Hard,mk66,3,None,4,1,54,40,30,8,0,5,5,5,4,60,43,24,5,0,5,9
580,qs115,Australian Open,Hard,k0ep,3,None,8,1,45,30,26,8,0,3,3,1,0,35,20,11,5,0,3,7
580,qs075,Australian Open,Hard,g0gd,3,None,4,5,54,35,26,5,0,4,6,0,4,42,23,11,2,0,1,7
580,qs081,Australian Open,Hard,bv25,3,None,4,1,49,35,26,8,0,3,4,2,3,54,32,23,5,0,0,4
580,qs114,Australian Open,Hard,c0bh,3,None,9,6,53,29,25,10,0,3,5,6,1,65,42,24,10,0,8,11
580,qs125,Australian Open,Hard,fa43,3,None,2,2,53,30,25,13,0,0,1,2,6,79,56,36,9,0,6,9
580,qs101,Australian Open,Hard,gd64,3,None,4,0,42,35,26,3,0,0,1,1,1,48,36,19,5,0,4,9
580,qs113,Australian Open,Hard,hf80,3,None,22,2,75,48,37,13,0,1,2,7,1,72,57,38,9,0,3,5
580,qs090,Australian Open,Hard,h09p,3,None,10,0,69,59,46,7,0,9,9,6,1,68,47,34,10,0,5,7
580,qs102,Australian Open,Hard,k0hc,3,None,5,3,90,64,48,19,0,1,2,5,4,105,81,55,11,0,4,7
580,qs106,Australian Open,Hard,kc12,3,None,7,0,49,38,28,8,0,2,3,4,0,77,49,27,13,0,10,14
580,qs077,Australian Open,Hard,m0ht,3,None,0,4,113,79,47,19,0,3,8,3,4,122,68,41,31,0,7,13
580,qs074,Australian Open,Hard,n0cs,3,None,4,5,120,91,63,10,0,5,7,11,7,103,78,52,7,0,5,9
580,qs089,Australian Open,Hard,o0a2,3,None,0,0,80,50,34,17,0,3,6,6,0,70,59,38,5,0,2,6
580,qs080,Australian Open,Hard,p0ct,3,None,6,0,68,46,37,14,0,3,3,5,1,79,52,37,12,0,6,7
580,qs122,Australian Open,Hard,s0gd,3,None,2,4,64,37,29,15,0,1,2,6,2,65,35,26,14,0,4,7
580,qs121,Australian Open,Hard,t0bw,3,None,12,4,93,57,39,19,0,5,8,4,2,105,68,46,15,0,7,11
580,qs105,Australian Open,Hard,v0dp,3,None,3,2,73,53,35,9,0,2,4,3,3,53,37,24,6,0,2,6
375,ms001,Montpellier,Hard,ag37,3,159,19,1,105,78,61,17,16,1,1,7,2,99,60,44,26,16,1,3
375,ms002,Montpellier,Hard,k0az,3,95,9,1,77,41,33,18,11,4,5,8,2,55,35,27,10,11,2,5
375,ms003,Montpellier,Hard,ag37,3,123,12,6,70,42,31,16,11,2,3,11,2,86,57,40,11,11,11,13
375,ms004,Montpellier,Hard,re44,3,26,7,0,18,10,9,6,3,0,0,4,1,21,8,6,6,4,0,2
375,ms007,Montpellier,Hard,ag37,3,83,11,0,51,35,30,11,10,0,0,3,0,53,27,22,13,9,3,5
375,ms005,Montpellier,Hard,k0az,3,76,4,0,59,37,31,11,9,8,8,12,7,65,37,28,9,8,6,9
375,ms006,Montpellier,Hard,d0c1,3,106,8,1,80,55,44,14,11,6,6,12,3,68,43,35,14,11,2,3
375,ms013,Montpellier,Hard,d0c1,3,116,9,1,64,30,27,20,11,3,4,2,0,72,43,26,16,10,4,6
375,ms012,Montpellier,Hard,gj37,3,123,18,2,97,68,51,15,15,8,9,11,3,85,49,40,19,15,3,5
375,ms009,Montpellier,Hard,bg23,3,97,7,1,66,42,29,14,9,3,4,7,3,72,47,28,8,9,4,8
375,ms011,Montpellier,Hard,k0az,3,105,9,1,71,44,39,17,12,1,1,15,0,71,47,37,16,12,0,1
375,ms008,Montpellier,Hard,re44,3,64,4,0,48,28,25,12,9,3,3,8,1,52,42,27,5,10,3,6
375,ms015,Montpellier,Hard,ag37,3,107,11,2,55,43,36,7,11,0,1,5,3,72,47,31,13,11,4,6
375,ms010,Montpellier,Hard,bk92,3,70,10,5,59,41,31,9,9,3,4,1,2,53,31,22,8,9,2,6
375,ms014,Montpellier,Hard,y09v,3,63,9,0,39,22,19,11,7,1,1,4,4,61,32,22,7,8,9,14
375,ms023,Montpellier,Hard,k0az,3,114,9,5,83,46,38,16,14,4,6,8,1,75,45,34,16,13,3,6
375,ms018,Montpellier,Hard,bg23,3,104,8,1,71,38,30,17,12,2,4,8,0,69,38,22,16,11,4,8
375,ms026,Montpellier,Hard,d0c1,3,72,6,3,46,25,21,15,7,0,0,11,4,51,30,25,8,7,1,2
375,ms024,Montpellier,Hard,gj37,3,95,8,2,77,47,34,13,11,5,7,4,10,57,28,21,10,10,0,4
375,ms019,Montpellier,Hard,rc91,3,130,16,7,106,61,48,21,14,14,16,5,1,75,51,41,11,13,1,3
375,ms022,Montpellier,Hard,b0gg,3,100,8,1,70,40,34,14,10,10,10,6,5,69,34,31,11,10,7,9
