tourney_id,matchId,tourney_name,surface,winner_id,best_of,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
375,ms017,Montpellier,Hard,e865,3,80,8,1,62,47,38,6,11,3,4,4,1,61,38,26,11,11,1,4
375,ms025,Montpellier,Hard,g628,3,75,4,3,48,28,26,11,9,0,0,1,2,56,36,22,9,8,3,6
375,ms029,Montpellier,Hard,lb66,3,98,2,2,62,42,33,10,11,1,2,7,0,61,41,29,8,10,2,5
375,ms028,Montpellier,Hard,y09v,3,103,4,0,61,38,31,16,10,2,2,6,1,79,56,35,12,11,2,4
375,ms030,Montpellier,Hard,c0h0,3,88,0,0,56,34,29,11,9,2,2,8,1,64,33,24,14,10,5,8
375,ms021,Montpellier,Hard,ke73,3,95,6,2,81,52,42,10,11,7,9,2,4,64,37,25,15,11,0,3
375,qs004,Montpellier,Hard,k0az,3,100,10,1,64,45,40,10,11,2,2,4,0,77,46,35,14,10,6,7
375,qs006,Montpellier,Hard,k0e6,3,159,10,2,124,73,48,28,13,14,15,10,9,102,63,42,14,14,5,11
375,qs007,Montpellier,Hard,lb66,3,62,4,1,48,35,26,6,8,3,4,2,5,45,27,15,5,8,1,6
375,qs005,Montpellier,Hard,bg23,3,122,9,2,73,35,29,24,13,0,1,14,3,94,52,42,19,14,3,5
375,qs008,Montpellier,Hard,k0az,3,116,10,0,69,38,31,17,11,7,9,5,6,87,41,25,26,11,5,8
375,qs010,Montpellier,Hard,bg23,3,95,4,0,69,35,25,21,11,2,3,9,5,80,47,30,15,10,6,9
375,qs012,Montpellier,Hard,gf95,3,98,11,5,71,49,40,11,12,3,4,10,2,71,44,30,13,12,3,7
375,qs014,Montpellier,Hard,a0gc,3,123,12,8,95,49,39,19,15,6,9,2,6,81,50,35,17,15,2,6
375,qs013,Montpellier,Hard,k0e6,3,73,6,0,54,30,23,11,7,6,7,0,2,40,29,13,4,6,4,8
375,qs015,Montpellier,Hard,lb66,3,57,2,3,49,25,18,14,8,2,3,4,5,49,27,15,8,8,1,6
375,qs009,Montpellier,Hard,cd85,3,117,5,2,78,50,38,11,11,3,5,2,7,87,56,37,11,11,13,17
375,qs011,Montpellier,Hard,d0dw,3,137,19,2,103,57,46,23,16,4,7,3,3,92,53,37,23,15,3,6
424,ms001,Dallas,Hard,su55,3,100,13,2,73,50,36,15,11,1,1,5,1,73,55,35,12,10,4,5
424,ms003,Dallas,Hard,rh16,3,149,4,2,90,65,44,10,14,3,6,6,1,91,61,40,16,14,3,6
424,ms002,Dallas,Hard,su55,3,94,6,4,78,50,39,13,11,3,3,2,0,57,34,24,12,10,1,3
424,ms007,Dallas,Hard,rh16,3,80,4,1,49,39,29,6,9,0,1,1,0,60,46,30,5,8,5,7
424,ms005,Dallas,Hard,pl56,3,90,3,6,65,41,34,15,10,0,0,9,2,78,50,33,15,10,5,7
424,ms004,Dallas,Hard,su55,2,75,6,5,54,30,22,16,9,1,2,3,0,56,40,21,9,9,2,6
424,ms006,Dallas,Hard,mu94,3,136,4,5,89,57,43,20,14,4,5,4,4,90,58,45,16,14,3,5
424,ms008,Dallas,Hard,su55,3,123,15,7,102,60,45,23,15,7,9,9,3,82,58,45,12,14,1,2
424,ms015,Dallas,Hard,rh16,3,70,7,0,49,37,26,9,9,1,2,5,3,43,28,16,6,8,4,8
424,ms010,Dallas,Hard,pl56,3,133,9,1,89,54,41,20,16,0,2,9,2,94,67,48,14,16,3,6
424,ms013,Dallas,Hard,mu94,3,94,2,3,63,47,39,8,10,2,2,7,2,61,36,27,12,10,0,2
424,ms014,Dallas,Hard,n732,3,125,7,2,92,64,45,16,14,6,8,12,4,83,50,38,16,14,2,5
424,ms009,Dallas,Hard,m0fh,3,87,10,2,60,38,28,14,11,0,2,1,2,70,42,26,15,11,5,8
424,ms012,Dallas,Hard,a0fc,3,67,2,0,50,31,25,10,8,2,2,2,0,49,35,19,6,8,6,10
424,ms011,Dallas,Hard,o522,3,150,18,2,103,58,47,25,16,5,6,7,2,100,66,52,19,16,3,4
424,ms016,Dallas,Hard,fb98,3,66,11,0,43,29,27,9,9,0,0,5,1,58,37,27,6,9,6,9
424,ms019,Dallas,Hard,m0fh,3,62,7,1,48,29,24,11,8,4,4,2,0,48,31,19,7,8,3,7
424,ms030,Dallas,Hard,mp01,3,166,9,0,89,57,32,15,13,5,10,3,0,85,60,28,13,13,4,11
424,ms026,Dallas,Hard,mu94,3,114,3,2,58,40,29,10,10,3,4,8,0,69,44,28,10,10,8,12
424,ms029,Dallas,Hard,n732,3,101,3,2,65,38,31,19,11,0,0,8,1,69,49,35,14,11,4,5
424,ms022,Dallas,Hard,o522,3,76,18,0,63,41,34,15,11,0,0,8,2,61,44,36,7,11,0,1
424,ms017,Dallas,Hard,su55,3,120,20,4,98,59,52,19,16,4,5,4,4,93,64,47,14,14,3,6
424,ms031,Dallas,Hard,rh16,3,130,8,4,91,62,48,17,15,10,11,12,2,92,65,45,14,15,3,6
424,ms020,Dallas,Hard,pl56,3,159,7,4,98,62,45,18,15,6,9,3,1,108,81,49,12,16,4,10
424,ms027,Dallas,Hard,s0s1,3,63,6,4,49,29,26,11,9,0,0,4,1,50,35,24,6,9,1,4
424,ms023,Dallas,Hard,n771,3,122,7,2,107,77,52,13,14,11,14,7,2,77,57,44,8,13,5,8
424,ms028,Dallas,Hard,td51,3,104,8,3,77,43,32,19,13,3,5,4,3,75,47,36,9,13,4,8
424,ms024,Dallas,Hard,a0fc,3,79,5,4,62,38,29,15,10,2,2,7,1,55,42,32,4,9,2,4
424,ms025,Dallas,Hard,dh50,3,81,6,0,61,43,32,12,10,3,3,4,1,58,40,25,7,9,3,6
424,ms018,Dallas,Hard,h0bh,3,86,5,0,61,42,33,12,11,0,0,8,1,61,40,29,10,10,1,3
424,ms021,Dallas,Hard,q02l,3,85,9,1,55,43,33,7,9,2,2,0,1,74,52,30,10,9,6,9
424,qs004,Dallas,Hard,q02l,3,106,5,2,68,41,35,20,12,3,3,7,1,77,50,37,15,12,5,6
424,qs005,Dallas,Hard,e865,3,56,5,0,45,37,27,6,8,1,1,4,3,40,25,15,6,8,2,6
424,qs007,Dallas,Hard,h09p,3,65,0,1,57,48,35,3,9,5,6,3,1,52,32,18,8,8,5,9
424,qs006,Dallas,Hard,mp01,3,100,8,2,64,40,30,15,11,3,5,4,0,56,40,26,9,10,0,3
424,qs008,Dallas,Hard,d994,3,54,3,0,32,23,21,7,7,0,0,6,3,43,27,15,4,7,3,8
424,qs010,Dallas,Hard,e865,3,79,5,1,65,51,36,9,11,2,3,4,3,53,31,21,12,10,4,7
424,qs012,Dallas,Hard,mp01,3,114,2,3,75,45,29,19,11,4,6,3,0,70,50,35,7,11,5,8
424,qs014,Dallas,Hard,s0dl,3,75,8,3,66,34,23,18,9,9,10,2,0,59,48,27,5,9,3,7
424,qs015,Dallas,Hard,h09p,3,130,8,2,98,75,52,9,15,3,6,7,1,87,60,44,14,13,5,6
424,qs013,Dallas,Hard,g0of,3,124,4,4,91,63,46,12,14,4,6,2,0,78,57,40,11,14,4,7
424,qs009,Dallas,Hard,q02l,3,84,8,0,57,41,34,11,10,0,0,4,1,62,37,25,11,9,1,3
424,qs011,Dallas,Hard,p0ht,3,132,5,5,91,55,35,16,13,5,10,2,2,91,56,30,19,15,2,7
407,ms001,Rotterdam,Hard,a0e2,3,114,2,1,76,51,34,16,13,3,5,1,4,78,48,35,14,14,4,8
407,ms002,Rotterdam,Hard,a0e2,3,140,5,4,96,59,47,20,16,5,6,10,1,99,62,45,19,15,6,9
407,ms003,Rotterdam,Hard,dh58,3,67,1,1,44,18,14,18,8,0,0,0,2,45,24,17,5,7,0,4
407,ms004,Rotterdam,Hard,a0e2,3,70,7,2,36,23,21,8,7,0,0,0,4,57,39,20,6,8,5,10
407,ms006,Rotterdam,Hard,dh58,3,87,0,2,54,26,20,18,9,4,5,3,1,60,30,21,10,8,4,8
407,ms005,Rotterdam,Hard,hb71,3,144,17,1,94,60,48,19,16,4,5,5,6,114,71,51,17,15,7,10
407,ms007,Rotterdam,Hard,b0gg,3,85,5,2,57,33,25,16,9,4,4,4,1,58,35,25,9,9,7,10
407,ms008,Rotterdam,Hard,a0e2,3,63,1,0,36,26,22,7,7,1,1,4,4,59,36,19,8,8,3,8
407,ms013,Rotterdam,Hard,dh58,3,88,2,2,52,35,29,13,10,0,0,12,5,76,43,34,10,10,6,8
407,ms010,Rotterdam,Hard,re44,3,105,10,0,78,46,34,20,12,2,4,7,3,79,54,36,15,12,1,3
407,ms009,Rotterdam,Hard,mo44,3,83,0,2,49,34,25,11,9,1,2,2,1,58,33,17,13,8,4,8
407,ms014,Rotterdam,Hard,te51,3,179,12,5,116,71,57,26,18,3,5,10,2,131,89,65,21,18,6,9
407,ms012,Rotterdam,Hard,ae14,3,146,11,1,86,53,39,16,15,1,4,6,4,116,68,45,24,16,9,13
407,ms015,Rotterdam,Hard,b0gg,3,174,2,1,131,85,56,25,16,11,12,9,8,93,53,44,17,14,5,8
407,ms011,Rotterdam,Hard,hb71,3,55,6,0,43,29,24,8,7,4,4,3,0,38,26,16,8,7,0,2
407,ms024,Rotterdam,Hard,f0f1,3,128,14,0,90,49,36,24,13,3,4,1,3,87,47,28,21,14,7,13
407,ms025,Rotterdam,Hard,ae14,3,108,9,1,72,37,31,18,13,1,3,3,2,75,43,33,15,13,2,4
407,ms029,Rotterdam,Hard,gj37,3,142,8,3,103,61,51,26,17,1,1,13,3,86,56,48,23,16,0,1
407,ms021,Rotterdam,Hard,m0ci,3,115,7,1,102,69,53,19,16,1,2,13,4,93,47,39,27,15,3,4
407,ms017,Rotterdam,Hard,va08,3,100,5,5,70,43,36,13,11,3,4,5,3,64,43,33,12,11,1,3
407,ms016,Rotterdam,Hard,a0e2,3,154,3,5,95,53,36,22,14,4,7,4,8,100,63,41,16,14,5,9
407,ms027,Rotterdam,Hard,dh58,3,96,4,1,60,28,20,22,9,3,3,2,0,72,37,27,14,9,7,10
407,ms020,Rotterdam,Hard,re44,3,82,7,1,61,37,29,15,10,1,1,8,4,70,38,27,16,9,6,8
407,ms019,Rotterdam,Hard,r0dg,3,131,5,0,72,41,32,18,11,1,2,3,2,98,58,38,18,11,11,13
407,ms022,Rotterdam,Hard,l0bv,3,87,5,3,66,45,33,12,10,2,2,3,2,54,32,25,8,10,1,4
407,ms018,Rotterdam,Hard,mo44,3,101,0,2,52,30,18,16,8,5,6,1,2,66,38,21,11,9,8,13
407,ms026,Rotterdam,Hard,m0ni,3,59,10,3,50,33,29,10,10,0,1,5,2,58,32,27,10,10,4,7
407,ms031,Rotterdam,Hard,mm58,3,147,7,6,88,57,42,15,14,5,7,4,4,106,55,39,17,15,5,11
407,ms028,Rotterdam,Hard,te51,3,83,4,2,55,31,27,16,10,0,0,1,1,65,39,22,15,9,10,13
407,ms023,Rotterdam,Hard,hb71,3,77,7,1,48,27,23,14,9,1,1,4,3,55,33,21,10,8,3,6
407,ms030,Rotterdam,Hard,b0gg,3,102,10,4,59,39,31,9,9,5,6,0,2,70,40,23,13,8,5,9
407,qs005,Rotterdam,Hard,lb66,3,128,1,0,76,48,37,14,11,7,8,7,5,97,53,34,22,11,7,9
407,qs006,Rotterdam,Hard,b0gg,3,49,6,0,36,21,19,10,7,0,0,0,2,43,29,11,7,7,3,8
407,qs007,Rotterdam,Hard,m0g4,3,93,7,2,61,39,31,11,10,1,2,3,0,64,38,22,16,9,3,6
407,qs004,Rotterdam,Hard,va08,3,83,3,3,53,35,28,12,10,0,0,1,5,60,37,25,11,9,3,5
407,qs010,Rotterdam,Hard,ae14,3,72,3,2,57,31,26,15,9,2,2,2,4,55,37,25,5,8,4,7
407,qs012,Rotterdam,Hard,b0gg,3,67,5,0,44,23,21,12,8,0,0,1,3,51,25,20,5,8,1,5
407,qs014,Rotterdam,Hard,k926,3,77,2,0,45,32,25,7,8,1,2,6,3,55,31,17,9,9,4,9
407,qs015,Rotterdam,Hard,m0g4,3,64,4,2,44,33,28,5,8,2,2,1,3,49,32,18,7,8,1,5
407,qs009,Rotterdam,Hard,bu54,3,78,5,2,55,32,30,14,10,1,1,1,3,46,29,20,12,9,2,4
407,qs011,Rotterdam,Hard,lb66,3,130,0,4,90,52,34,19,12,3,6,6,4,83,59,38,9,12,6,9
407,qs013,Rotterdam,Hard,bo10,3,79,5,5,55,35,27,9,10,1,3,1,0,57,36,19,11,9,8,12
407,qs008,Rotterdam,Hard,va08,3,82,8,1,59,38,34,13,10,3,3,2,3,83,46,34,14,10,3,5
496,ms001,Marseille,Hard,hh26,3,100,13,0,66,33,27,22,11,1,2,4,5,72,44,35,11,11,5,7
496,ms002,Marseille,Hard,m0jf,3,72,7,3,60,38,29,8,9,3,5,2,3,46,29,17,4,8,5,10
496,ms003,Marseille,Hard,hh26,3,90,5,2,60,35,29,16,10,1,1,5,2,58,31,23,14,10,4,6
496,ms004,Marseille,Hard,mm58,3,78,6,3,54,34,26,11,8,5,5,4,4,65,41,24,10,9,8,12
496,ms007,Marseille,Hard,hh26,3,98,5,2,63,34,29,17,10,3,3,8,1,64,40,27,14,10,4,6
496,ms006,Marseille,Hard,bu13,3,38,11,0,28,20,16,6,6,2,3,4,3,37,26,16,5,6,2,4
496,ms005,Marseille,Hard,m0jf,3,162,8,2,102,74,58,15,17,3,4,10,2,111,69,51,20,17,7,10
496,ms008,Marseille,Hard,mm58,3,69,6,3,49,29,26,13,9,1,1,3,6,52,29,20,8,9,1,4
496,ms013,Marseille,Hard,z371,3,128,10,5,95,59,45,24,16,3,3,14,3,95,52,44,21,15,8,10
496,ms012,Marseille,Hard,bu13,3,130,13,4,87,57,48,17,14,2,2,2,4,94,58,39,20,14,6,10
496,ms009,Marseille,Hard,sl28,3,134,16,4,96,59,44,16,16,3,7,14,5,115,77,51,14,16,8,13
496,ms015,Marseille,Hard,hh26,3,93,9,1,67,40,31,17,11,1,2,10,4,71,39,30,16,11,2,4
496,ms010,Marseille,Hard,m0jf,3,72,3,2,55,36,26,11,9,4,5,5,3,48,22,14,10,8,5,9
496,ms011,Marseille,Hard,ae14,3,87,9,0,73,40,29,17,9,10,11,5,3,62,34,20,14,10,6,10
496,ms019,Marseille,Hard,gf95,3,102,8,3,62,43,37,11,11,6,6,5,1,71,43,31,14,11,7,9
496,ms017,Marseille,Hard,h996,3,154,16,13,119,55,45,25,15,10,13,6,2,99,58,40,19,14,9,12
496,ms024,Marseille,Hard,bt72,3,151,5,3,99,66,47,25,17,1,3,12,3,116,59,41,31,16,5,8
496,ms022,Marseille,Hard,ae14,3,82,10,1,53,30,25,12,8,4,4,0,1,67,36,26,7,8,7,11
496,ms025,Marseille,Hard,bu13,3,82,10,2,58,33,27,14,10,1,2,0,3,55,30,22,11,10,1,4
496,ms030,Marseille,Hard,bk92,3,81,13,1,55,32,27,14,10,2,3,2,5,62,28,21,16,10,2,5
496,ms018,Marseille,Hard,sl28,3,117,18,5,86,54,38,16,12,2,5,7,10,97,47,34,20,12,8,12
496,ms029,Marseille,Hard,v0dz,3,131,10,6,100,65,51,14,15,5,8,9,4,86,53,43,14,15,3,6
496,ms026,Marseille,Hard,z371,3,139,10,4,102,66,51,25,16,2,2,22,7,110,58,50,24,17,2,4
496,ms023,Marseille,Hard,v0am,3,152,19,4,120,72,55,23,17,6,8,11,4,105,69,50,20,17,2,5
496,ms028,Marseille,Hard,su87,3,119,7,0,79,55,40,13,13,0,1,6,3,72,45,33,13,12,4,7
496,ms021,Marseille,Hard,m0jf,3,87,5,1,59,42,34,11,10,5,5,6,6,76,54,36,8,9,8,10
496,qs007,Marseille,Hard,gf95,3,139,13,8,114,70,51,17,16,5,9,8,2,86,57,43,18,16,2,5
496,qs006,Marseille,Hard,c0bh,3,169,6,7,112,57,39,27,16,8,12,13,2,116,82,50,16,16,8,13
496,qs004,Marseille,Hard,h996,3,120,12,1,85,59,42,15,14,8,10,5,4,85,50,37,18,14,1,4
496,qs005,Marseille,Hard,g0ix,3,109,5,0,73,49,35,15,11,2,4,10,6,84,42,32,15,11,4,7
496,qs008,Marseille,Hard,gh33,3,101,12,2,80,47,33,19,12,2,4,7,0,79,57,36,14,12,5,8
496,qs010,Marseille,Hard,wb08,3,82,6,2,56,30,24,15,10,4,6,2,7,63,28,19,14,10,5,10
496,qs012,Marseille,Hard,c0bh,3,89,4,2,61,34,27,12,9,4,6,9,6,62,39,25,7,9,3,8
496,qs014,Marseille,Hard,gf95,3,115,9,7,83,45,37,15,14,4,9,6,8,87,44,34,12,13,4,10
496,qs015,Marseille,Hard,ki63,3,95,9,2,67,40,33,14,9,2,2,3,4,80,44,32,12,10,8,11
496,qs013,Marseille,Hard,v0dz,3,100,4,1,58,40,36,12,11,1,1,12,6,86,52,36,17,11,6,7
496,qs011,Marseille,Hard,g0ix,3,44,7,0,33,24,21,2,6,2,3,5,2,33,16,10,8,6,1,3
496,qs009,Marseille,Hard,h996,3,62,9,6,50,27,26,11,9,2,2,2,0,43,23,16,11,8,2,5
499,ms001,Delray Beach,Hard,ki95,3,130,8,0,88,59,40,17,14,5,7,1,2,85,55,34,15,14,2,6
499,ms003,Delray Beach,Hard,ki95,3,92,6,3,75,47,34,14,11,2,4,1,6,62,39,25,12,10,1,4
499,ms002,Delray Beach,Hard,dh50,3,102,1,1,66,41,28,12,10,6,8,4,2,63,31,20,15,10,2,6
499,ms004,Delray Beach,Hard,dh50,3,145,2,0,91,70,47,9,12,5,8,13,3,77,49,34,14,12,0,3
499,ms006,Delray Beach,Hard,m0qi,3,98,9,1,69,46,37,15,12,3,3,4,0,69,37,29,19,12,0,1
499,ms005,Delray Beach,Hard,a0fc,3,102,8,0,60,34,27,21,11,1,1,5,2,68,47,33,11,11,1,2
499,ms007,Delray Beach,Hard,ki95,3,100,12,0,68,44,36,13,13,2,4,12,3,77,56,40,11,13,2,5
499,ms008,Delray Beach,Hard,fb98,3,97,18,1,61,40,34,15,10,1,1,6,1,72,52,37,9,10,5,7
499,ms010,Delray Beach,Hard,a0fc,3,169,24,2,119,77,60,17,17,10,14,3,4,109,78,52,18,17,5,8
499,ms011,Delray Beach,Hard,n0ae,3,112,14,1,66,45,38,16,14,0,1,17,6,105,58,42,21,15,5,8
499,ms009,Delray Beach,Hard,dh50,3,136,8,3,102,78,49,9,13,8,11,3,4,89,57,31,13,13,9,16
499,ms013,Delray Beach,Hard,m0qi,3,111,6,1,61,39,30,9,7,2,2,7,5,69,51,30,9,8,6,8
499,ms015,Delray Beach,Hard,gc88,3,79,2,1,44,24,23,13,9,0,0,8,3,66,43,32,8,10,4,7
499,ms012,Delray Beach,Hard,n771,3,119,6,2,62,37,29,15,10,1,2,14,10,95,51,41,12,10,7,10
499,ms021,Delray Beach,Hard,t0ha,3,86,5,5,65,40,27,12,10,5,7,4,1,56,34,23,8,9,5,9
499,ms019,Delray Beach,Hard,dh50,3,86,8,2,66,46,34,10,10,2,3,2,3,58,41,28,4,10,0,3
499,ms024,Delray Beach,Hard,rc91,3,83,3,0,54,38,29,10,9,0,0,2,1,64,30,20,16,9,4,7
499,ms017,Delray Beach,Hard,y09v,3,59,4,1,36,19,16,12,7,0,0,2,1,48,29,13,7,7,3,8
499,ms018,Delray Beach,Hard,mk66,3,152,4,1,111,79,56,13,17,3,8,4,2,102,61,41,19,17,2,7
499,ms029,Delray Beach,Hard,n732,3,79,5,0,63,34,27,18,10,4,4,9,2,49,26,19,14,9,1,3
499,ms022,Delray Beach,Hard,o522,3,86,13,2,67,43,35,16,11,1,1,3,0,59,40,29,13,10,0,1
499,ms023,Delray Beach,Hard,n0ae,3,98,5,0,57,38,33,13,10,0,0,4,1,79,48,28,18,9,6,8
499,ms028,Delray Beach,Hard,ki95,3,70,3,0,51,37,32,5,10,0,1,11,2,58,39,27,9,10,2,5
499,ms026,Delray Beach,Hard,mp01,3,119,5,1,80,55,37,13,12,6,9,3,3,79,42,33,13,12,3,7
499,ms025,Delray Beach,Hard,n771,3,88,5,0,59,38,27,11,11,3,6,3,0,65,46,29,8,11,7,12
499,ms030,Delray Beach,Hard,q02l,3,192,6,3,128,81,63,21,16,12,14,4,3,120,81,51,22,16,4,8
499,qs004,Delray Beach,Hard,b0ej,3,111,4,4,99,61,40,19,9,8,8,4,2,60,40,26,9,9,3,6
499,qs005,Delray Beach,Hard,t0bw,3,166,10,3,87,53,41,23,16,4,6,2,0,128,89,54,22,17,7,12
499,qs007,Delray Beach,Hard,s0k7,3,88,7,1,64,32,24,20,10,3,4,5,3,63,39,27,11,11,1,4
499,qs006,Delray Beach,Hard,mp01,3,99,4,2,49,29,27,13,9,0,0,4,3,66,33,21,15,9,6,9
499,qs008,Delray Beach,Hard,b0ej,3,17,1,0,10,6,6,2,2,0,0,1,0,5,4,4,0,1,0,0
499,qs010,Delray Beach,Hard,da81,3,83,4,4,53,32,23,12,8,2,4,3,6,52,24,15,12,8,2,6
499,qs012,Delray Beach,Hard,pg20,3,118,6,3,85,49,37,20,15,1,4,9,7,94,63,50,10,14,3,5
499,qs014,Delray Beach,Hard,q02l,3,138,9,1,85,46,39,20,14,3,4,5,3,100,69,44,14,13,7,10
499,qs009,Delray Beach,Hard,c0ht,3,151,13,2,98,67,57,13,16,5,7,14,2,110,69,50,28,16,4,5
499,qs013,Delray Beach,Hard,mp01,3,200,12,3,111,71,47,22,16,2,6,2,3,121,75,49,22,15,2,6
499,qs015,Delray Beach,Hard,s0k7,3,67,4,0,47,28,18,14,8,3,4,0,2,45,30,14,6,7,2,7
499,qs011,Delray Beach,Hard,t0bw,3,52,4,1,36,21,20,12,8,0,0,4,3,41,23,12,11,8,0,4
506,ms001,Buenos Aires,Clay,f0fv,3,105,4,2,75,48,35,12,11,1,4,3,1,68,43,23,16,11,5,9
506,ms002,Buenos Aires,Clay,c0au,3,93,8,0,65,46,33,11,9,7,7,0,0,60,44,25,10,9,2,5
506,ms003,Buenos Aires,Clay,f0fv,3,156,8,2,93,66,51,15,16,4,6,2,3,107,61,44,23,15,8,11
506,ms004,Buenos Aires,Clay,c0au,3,132,2,4,87,62,40,15,13,5,7,5,3,82,59,40,8,13,1,5
506,ms006,Buenos Aires,Clay,db63,3,98,7,0,63,43,37,13,11,2,2,3,0,68,42,26,18,10,3,4
506,ms007,Buenos Aires,Clay,f0fv,3,174,10,3,110,73,44,18,15,9,14,2,0,102,61,30,29,16,6,12
506,ms015,Buenos Aires,Clay,n0bs,3,102,4,0,65,42,32,15,10,5,5,0,1,67,45,26,12,9,1,3
506,ms010,Buenos Aires,Clay,m0ej,3,89,2,2,57,39,29,12,9,4,4,0,2,46,32,19,6,8,1,4
506,ms014,Buenos Aires,Clay,f0fv,3,132,1,2,80,48,33,15,13,3,6,8,2,87,54,38,13,13,3,7
506,ms011,Buenos Aires,Clay,mo44,3,77,0,2,49,38,27,5,8,3,4,4,4,42,27,12,5,8,4,9
506,ms008,Buenos Aires,Clay,z355,3,97,6,4,63,45,36,7,10,3,4,4,2,81,61,39,7,10,4,7
506,ms013,Buenos Aires,Clay,db63,3,133,7,3,78,48,36,18,13,3,5,4,3,104,65,44,17,14,6,9
506,ms009,Buenos Aires,Clay,c0au,3,77,2,1,54,35,26,14,9,4,4,1,3,55,31,17,11,8,4,7
506,ms012,Buenos Aires,Clay,sx91,3,89,4,4,63,38,27,16,10,6,7,1,1,52,39,27,3,9,1,4
506,ms023,Buenos Aires,Clay,sm37,3,173,1,4,114,76,53,23,16,5,7,10,3,98,61,47,22,15,10,12
506,ms028,Buenos Aires,Clay,f0fv,3,85,3,2,52,36,24,10,9,1,2,5,1,61,37,27,6,9,5,9
506,ms029,Buenos Aires,Clay,ce77,3,68,3,0,42,28,23,6,8,1,3,0,3,61,37,18,9,9,5,11
506,ms021,Buenos Aires,Clay,mw02,3,112,4,1,69,52,33,9,10,4,6,1,3,80,51,33,8,10,4,9
506,ms019,Buenos Aires,Clay,c0au,3,101,1,0,69,49,32,13,10,7,8,1,0,71,47,28,14,10,6,9
506,ms024,Buenos Aires,Clay,b0bi,3,113,3,2,77,52,34,13,10,6,7,1,5,64,44,30,7,10,2,5
506,ms018,Buenos Aires,Clay,c0c8,3,210,1,0,113,69,45,26,18,2,7,0,3,124,75,49,25,18,10,15
506,ms022,Buenos Aires,Clay,mo44,3,180,1,3,112,84,47,12,13,12,18,2,1,104,77,44,11,13,9,14
506,ms026,Buenos Aires,Clay,db63,3,75,8,1,46,28,27,10,9,1,1,2,0,53,34,23,8,9,2,5
506,ms017,Buenos Aires,Clay,l987,3,141,7,1,81,44,30,19,12,1,5,6,2,86,48,29,15,12,4,9
506,ms030,Buenos Aires,Clay,n0bs,3,99,2,3,61,38,27,13,10,1,2,1,4,57,33,22,10,10,2,5
506,ms025,Buenos Aires,Clay,sx91,3,128,4,2,77,49,35,16,13,2,4,10,5,80,51,33,15,13,7,11
506,qs004,Buenos Aires,Clay,p0ct,3,142,0,2,97,70,42,14,13,4,8,1,1,91,72,52,4,14,6,11
506,qs006,Buenos Aires,Clay,db63,3,87,4,2,50,32,27,12,9,3,3,1,4,65,42,27,9,9,4,7
506,qs007,Buenos Aires,Clay,c0c8,3,142,2,3,74,54,36,10,10,3,5,1,3,87,56,39,18,12,6,8
506,qs005,Buenos Aires,Clay,b0fv,3,163,9,4,105,68,51,12,14,6,9,1,2,99,68,45,13,14,8,11
506,qs008,Buenos Aires,Clay,p0ct,3,85,4,1,54,39,30,9,9,2,2,5,4,61,35,23,10,8,6,9
506,qs010,Buenos Aires,Clay,mw75,3,169,12,2,108,78,56,15,17,3,6,18,4,100,65,49,15,16,2,5
506,qs012,Buenos Aires,Clay,ce77,3,152,5,4,96,62,47,13,14,3,5,7,2,100,69,44,17,15,6,9
506,qs014,Buenos Aires,Clay,n897,3,191,7,4,123,87,59,14,16,5,7,7,3,102,60,42,18,16,8,12
506,qs015,Buenos Aires,Clay,c0c8,3,77,1,3,60,29,21,17,10,2,4,1,5,53,31,20,9,9,3,7
506,qs013,Buenos Aires,Clay,db63,3,81,7,1,53,36,32,9,10,2,2,2,2,56,28,21,17,10,3,5
506,qs009,Buenos Aires,Clay,t0dm,3,163,0,2,78,55,36,15,14,3,6,3,3,104,58,32,25,14,5,10
506,qs011,Buenos Aires,Clay,b0fv,3,101,4,2,66,37,29,18,10,2,2,4,1,57,36,21,13,9,3,5
451,ms001,Doha,Hard,re44,3,124,10,0,85,57,45,19,16,2,3,12,2,90,59,41,17,15,4,7
451,ms003,Doha,Hard,re44,3,166,8,3,105,73,61,16,17,3,4,21,2,112,76,57,22,17,7,8
451,ms002,Doha,Hard,d0co,3,142,14,1,82,51,45,13,14,0,2,7,1,124,72,49,25,16,7,10
451,ms004,Doha,Hard,l0bv,3,129,8,2,96,60,44,13,14,4,7,7,3,76,54,40,9,14,4,8
451,ms007,Doha,Hard,re44,3,159,8,1,93,67,43,17,14,2,4,4,3,114,67,43,23,14,8,11
451,ms006,Doha,Hard,ag37,3,31,4,0,18,11,10,6,4,0,0,2,1,27,20,12,3,5,1,3
451,ms005,Doha,Hard,d0co,3,141,8,3,82,59,45,15,15,3,4,16,0,111,84,56,14,14,11,13
451,ms008,Doha,Hard,a0e2,3,112,3,0,73,51,36,15,13,3,5,2,5,85,54,36,13,13,6,11
451,ms015,Doha,Hard,dh58,3,120,4,3,70,34,25,24,10,4,4,1,4,75,36,23,20,10,3,5
451,ms013,Doha,Hard,mm58,3,56,4,2,36,27,23,5,7,0,0,2,2,44,31,17,3,8,4,9
451,ms014,Doha,Hard,re44,3,61,11,0,49,40,33,8,10,0,0,6,2,52,40,28,5,9,4,6
